Region,Vehicle size,Time,Value
CYP,microcar,2014,0.07714234897839932
CYP,microcar,2015,0.07714234897839932
CYP,microcar,2016,0.07731371659486266
CYP,microcar,2017,0.07748453554232988
CYP,microcar,2018,0.07765425715180478
CYP,microcar,2019,0.07782233275429125
CYP,microcar,2020,0.07798821368079313
CYP,microcar,2021,0.07815135126231426
CYP,microcar,2022,0.07831119682985851
CYP,microcar,2023,0.0784672017144297
CYP,microcar,2024,0.0786188172470317
CYP,microcar,2025,0.0787654947586685
CYP,microcar,2026,0.0789066855803437
CYP,microcar,2027,0.0790418410430613
CYP,microcar,2028,0.09297102366304559
CYP,microcar,2029,0.10673503810967043
CYP,microcar,2030,0.1201687162095762
CYP,microcar,2031,0.13310688978940355
CYP,microcar,2032,0.14538439067579284
CYP,microcar,2033,0.15683605069538464
CYP,microcar,2034,0.16729670167481947
CYP,microcar,2035,0.17660117544073786
CYP,microcar,2036,0.18458430381978028
CYP,microcar,2037,0.19108091863858714
CYP,microcar,2038,0.19592585172379912
CYP,microcar,2039,0.19895393490205654
CYP,microcar,2040,0.2
CYP,microcar,2041,0.2
CYP,microcar,2042,0.2
CYP,microcar,2043,0.2
CYP,microcar,2044,0.2
CYP,microcar,2045,0.2
CYP,microcar,2046,0.2
CYP,microcar,2047,0.2
CYP,microcar,2048,0.2
CYP,microcar,2049,0.2
CYP,microcar,2050,0.2
CYP,minivan_SUV,2012,0.24
CYP,minivan_SUV,2013,0.24
CYP,minivan_SUV,2014,0.24
CYP,minivan_SUV,2015,0.24
CYP,minivan_SUV,2016,0.24419776
CYP,minivan_SUV,2017,0.24838208
CYP,minivan_SUV,2018,0.25253952
CYP,minivan_SUV,2019,0.25665664
CYP,minivan_SUV,2020,0.26072
CYP,minivan_SUV,2021,0.26471616
CYP,minivan_SUV,2022,0.26863168
CYP,minivan_SUV,2023,0.27245312
CYP,minivan_SUV,2024,0.27616704
CYP,minivan_SUV,2025,0.27976
CYP,minivan_SUV,2026,0.28321856
CYP,minivan_SUV,2027,0.28652928
CYP,minivan_SUV,2028,0.2569881294128357
CYP,minivan_SUV,2029,0.22779726914883938
CYP,minivan_SUV,2030,0.1993069895311789
CYP,minivan_SUV,2031,0.17186758088302231
CYP,minivan_SUV,2032,0.14582933352753757
CYP,minivan_SUV,2033,0.12154253778789258
CYP,minivan_SUV,2034,0.09935748398725534
CYP,minivan_SUV,2035,0.07962446244879381
CYP,minivan_SUV,2036,0.06269376349567593
CYP,minivan_SUV,2037,0.048915677451069645
CYP,minivan_SUV,2038,0.038640494638142925
CYP,minivan_SUV,2039,0.03221850538006372
CYP,minivan_SUV,2040,0.03
CYP,minivan_SUV,2041,0.03
CYP,minivan_SUV,2042,0.03
CYP,minivan_SUV,2043,0.03
CYP,minivan_SUV,2044,0.03
